Tweet User,Location,Following,Followers,Total Tweets,Tweet,Time of Tweet,Account Created
RocBoi,📍,735,3426,294823,drive in movie theater to see WomanKing baby we had snacks for days up in there &amp; the oui’d was oui’d’in. 🙌🏾 love Love LOVE the drive in.,2022-09-22 03:23:07+00:00,2009-02-26 00:03:23+00:00
TatianaKing,NYC (tatiana@forallnerds.com),3892,16701,145493,STAN HA! WomanKing ,2022-09-22 03:21:32+00:00,2008-04-01 15:40:13+00:00
TatianaKing,NYC (tatiana@forallnerds.com),3892,16701,145493,I don't think yall hyping  enough for WomanKing!!!!!!,2022-09-22 03:20:10+00:00,2008-04-01 15:40:13+00:00
TrumpTaxCheat45,,37,64,2977,"_8385   Luv it, she on TackyTrump ass. Can we say Let’s Go  and then Let’s Go  come on MAGA MAGAts say it with me WomanKing comin for u trumps ",2022-09-22 03:17:55+00:00,2022-02-18 00:52:26+00:00
court__4,"Dallas, TX",659,1233,28293,WomanKing was everything and more 10/10,2022-09-22 03:13:43+00:00,2018-07-18 22:09:18+00:00
ValerieLaDiosa,"Jacksonville, Fl",10,1047,288,I just came from seeing WomanKing  and OH MY GOODNESS!!! What an amazing film!,2022-09-22 03:13:42+00:00,2017-04-09 23:28:08+00:00
ChiefMichaels,"Brooklyn, NY",2221,859,12341,WomanKing was 🔥Whew …⭐️⭐️⭐️⭐️⭐️🔟🔟🔟🔟 ,2022-09-22 03:08:50+00:00,2012-01-04 05:12:16+00:00
KatsKornerCo,"ÜT: 38.957455,-76.982128",1384,1604,25287,Saw WomanKing tonighgt. Once I ge my emotions under control I'll be ready to discuss. For now ❤️🥲🙌🏿🥺😮‍💨🥲😒❤️,2022-09-22 03:03:48+00:00,2008-10-15 21:35:32+00:00
Wheelguy09,Ballina nsw australia,4597,1731,187826,will be seeing this weekend PearlMovie godscountrymovie WomanKing and JeepersCreepersReborn and themunsters and avatar4K,2022-09-22 02:45:37+00:00,2010-10-14 12:03:35+00:00
BPexperience,,642,294,7230,Saw 3 press interviews about WomanKing  and still have no idea what the movie is about.,2022-09-22 02:25:07+00:00,2012-07-12 14:30:11+00:00
veryownzm,,130,109,12508,WomanKing was PHENOMENAL,2022-09-22 02:11:04+00:00,2021-03-15 01:52:40+00:00
ShadowSepia,,137,173,673,"  Well, Kamala &amp; WomanKing has something in common: they both drew small, insignificant crowds 🤣🤣😆😂.",2022-09-22 02:04:12+00:00,2022-04-17 11:03:51+00:00
dedria_hb,,989,486,5964,That’s woman are who the film WomanKing is based on. The best fiction is based on truestory. motheroforphans WritingCommmunity ,2022-09-22 02:01:21+00:00,2015-12-15 12:30:47+00:00
dedria_hb,,989,486,5964,The WomanKing Awe-some!!!! Great acting.  War scenes reminded me of Gladiator.   is astounding. _lain  WritingCommunity ,2022-09-22 01:57:16+00:00,2015-12-15 12:30:47+00:00
xBaby_Jaee,,2410,2647,94024,WomanKing is gooood! i def  underestimated it,2022-09-22 01:56:31+00:00,2011-04-05 23:51:35+00:00
WeActRadio,"Washington, DC",52676,52303,129898,Who else is feeling the timing of WomanKing a film about Black ppl fighting against slavery while the death of QueenElizabeth who profited from it &amp; subsequent Colonialism all occuring at once? QueenElizabethIIMemorial was interupted by an African. The ancestors have spoken ,2022-09-22 01:55:35+00:00,2008-07-22 23:31:01+00:00
Liberianboii86,"Washington, DC",584,2318,247897,I enjoyed WomanKing,2022-09-22 01:48:10+00:00,2009-03-05 17:11:21+00:00
Direct7E,,1630,601,79650," Yes,I went to see TheWomanKing film 🎥 AGAIN...😊3rd time is a charm...We are taking the Senior Citizens this weekend to see TheWomanKing film!! My WomanKing treat cos I'm buying the movie🎥tickets🎟 and🍔🍟🍿🥤snacks! ",2022-09-22 01:46:56+00:00,2017-08-10 06:03:33+00:00
Simply_Nique326,,804,107,11581,I wanna take the girls to see WomanKing,2022-09-22 01:40:07+00:00,2019-06-28 20:18:20+00:00
Direct7E,,1630,601,79650, Yo!! Gina PrinceBythewood  I LOVE the music and TheWomanKingsoundtrack!!WomanKing Excellent film 🎥!!Go support this phenomenal film! ,2022-09-22 01:39:53+00:00,2017-08-10 06:03:33+00:00
knightleyemma,"Silver Spring, MD",1264,728,40071,"interview w/ actor JohnBoyega re: WomanKing , StarWars , Black Love + More  via ",2022-09-22 01:35:35+00:00,2009-03-21 03:03:37+00:00
tharealmonadisa,"Atlanta, GA",125,177,4853,Go see womanking,2022-09-22 01:28:26+00:00,2020-05-24 20:55:53+00:00
jalenbryce_13,NC 🔁 FL ➡️ DMV,1335,1148,43582,WomanKing is a live action Pocahontas,2022-09-22 01:24:07+00:00,2009-04-30 15:20:48+00:00
Opinion_NYC,United States,853,762,4283,I can’t wait to see the WomanKing in  ! It’s so rare to see black women in antiquity exerting their power and being beautiful in film!,2022-09-22 01:09:33+00:00,2011-01-19 02:25:44+00:00
Nikki_T,South Central LA | DMV,144,9743,11200,I love my WomanKing nails. I had them sharpen it extra for the culture. ,2022-09-22 00:51:33+00:00,2009-08-31 00:22:24+00:00
calebjemitola,Mental Turmoil,494,796,17902,If the Vikings can be so prevalent in media without people feeling like we’re praising rapist and mass murderers then the Dahomey Amazons can have one movie 👀 WomanKing,2022-09-22 00:36:46+00:00,2010-12-17 15:07:16+00:00
Ashton_JSU,"Gulfport, MS",5068,6010,26639,I have to go see Woman King This weekend!!!  WomanKing,2022-09-22 00:32:07+00:00,2017-04-26 23:20:53+00:00
JerrellZod,At Gold's Gym making gains.,631,1274,178510,It's going down y'all thinking WomanKing is a problem are you going to be feminine/ Femmed/ FEMI-ED out all into CaptainMarvel: MCU fanboys y'all think it's a game? (They going hard for Shuri.) Lord have mercy I know these fanboys are going to be bitching and moaning. 😫 ,2022-09-22 00:27:59+00:00,2015-08-21 17:45:52+00:00
TheeQueenKara,"Atlanta, GA",669,460,23624,"Yall not going to see WomanKing is misogyny. Stop trying to make the movie anti- black, when you're really just anti black women 🤗🥰🖕🏾",2022-09-22 00:25:55+00:00,2020-02-19 14:10:14+00:00
C_K_Anon,"Illadel, HalfLife",292,954,56235,WomanKing was phuckn amazing!! Those fight scenes! That plot! The WOMEN!!! Also they had me shed a couple tears in that jawn StayRAW,2022-09-22 00:25:35+00:00,2011-10-18 17:05:22+00:00
NashTshema,"Los Angeles, CA",309,246,6437,This image makes me think of  and the rest of the Dahomey from  WomanKing ,2022-09-22 00:21:04+00:00,2014-07-20 17:49:27+00:00
Shopbob_,,167,160,4924,Celebrating Black365 ✊🏾 Check out our newest Socks 🧦 BuyBlack Shop Unity BlackTwitter WomanKing ,2022-09-22 00:04:26+00:00,2016-02-22 17:09:13+00:00
CaveManSavage11,,88,24,353, Because she belong to the white man. Allow her to be ran through by Zaddy.WakandaWomanKing ,2022-09-21 23:51:35+00:00,2022-09-20 13:33:51+00:00
goodgarmentclub,,100,106,4649,WomanKing is soooo good! 1000/10,2022-09-21 23:48:24+00:00,2015-12-22 16:52:12+00:00
ecsuhistory,"Elizabeth City, NC",1152,343,871,We certify WomanKing fresh! 🍅 historyscholars choosehistory ,2022-09-21 23:42:54+00:00,2021-09-21 12:13:00+00:00
araujohistorian,"Washington, DC",1341,23294,43679,Warrior Women with Lupita Nyong'o (2019)  WomanKing slaveryarchive twitterstorians,2022-09-21 23:33:50+00:00,2010-10-25 17:50:55+00:00
DeepSeaRice,on a mic🎙,304,1412,123715,Definitely just fell in love with black women all over again WomanKing,2022-09-21 23:33:15+00:00,2011-02-28 23:54:28+00:00
Moorerealtalk,"Charlotte, NC",67,91,3878,Women king 👑😘 fyp  WomanKing ,2022-09-21 23:28:20+00:00,2019-11-18 07:19:59+00:00
stephaniehend15,,228,174,4420,Sometimes a mouse can take down an elephant WomanKing,2022-09-21 23:24:01+00:00,2012-04-30 04:04:17+00:00
ROCKBETHENAME,South Bronx ✈️ Japan,849,12445,137690,How didn’t y’all pull up to see WomanKing it made 19 mil it’s first weekend. We are better then that. It should have made 50-60 mil easily,2022-09-21 22:46:42+00:00,2010-09-09 00:52:20+00:00
myeshxa,,322,12491,11618,Okay so I saw WomanKing and I’m still just processing 😭There will probably be spoilers in this thread,2022-09-21 22:45:44+00:00,2020-01-26 19:33:04+00:00
silentpartner80,"Bed-Stuy, Brooklyn",4284,1527,31288,  You called for pull ups across September and a boycott. You've had 17 as the MOST to show up in any FBA event.  WomanKing had 1.6M Black people go see it. Your arms too short to box with God...Devil.I banish you to HELL. mute,2022-09-21 22:26:52+00:00,2021-03-07 05:06:02+00:00
ArrogantNBlack,"Somewhere, NotKnowingMyPlace",3133,6948,91069, Tish James as WomanKing,2022-09-21 22:22:50+00:00,2011-07-05 01:35:08+00:00
iSpeak4Jesus,Safe in His arms,3920,3748,10600,Wowza!!!!WomanKing,2022-09-21 22:11:23+00:00,2011-11-11 05:50:09+00:00
oneandonlyfaith,"Houston, TX",234,258,23973,"WomanKing is movie of the year, so amazing! I hope Viola and the cast take home many awards.",2022-09-21 22:03:14+00:00,2009-03-14 21:26:49+00:00
ShaquileB,Oklahoma,313,95,3027,WomanKing   is PHENOMENAL AND SO INSPIRING!!! I LOVED every second of it. Nothing was lacking from this movie.  and all thank you for this film and how well executed it was!!! NOCap,2022-09-21 21:59:54+00:00,2011-05-10 16:20:26+00:00
GradAdvocacy,,86,4,175, Brilliant!  Ive seen the womanking 3 times at Studio Movies Grill.  I loved it!  You were amazing!,2022-09-21 21:44:59+00:00,2017-02-28 17:58:37+00:00
WbvSpa,London UK,104,144,3417,‘The WomanKing ’ Star Thuso Mbedu Breaks Down the Film’s Emotional Reveal Scene ,2022-09-21 21:38:48+00:00,2017-10-01 18:42:01+00:00
WavyCabal,"Portland, OR",4914,616,491,Keep him wrapped around your finger… WhoAreYou WomanKing womenempowerment ,2022-09-21 21:35:20+00:00,2019-12-10 00:51:03+00:00
TheDrumCall,"Washington, DC",2179,862,13280,"This goes over sooooooo many of the boycott WomanKing  crowd… It’s a part of our history that shouldn’t be ignored, however, there are other cultural aspects, legends, and traditions that are equal to or greater than that of a focus on African slavery. ",2022-09-21 21:33:39+00:00,2011-09-14 16:25:53+00:00
shocker_sydney,,32,30,319,womanking was quite a vibe 😁😁 Heavy women Empowerment 👌,2022-09-21 21:29:23+00:00,2022-06-25 16:08:32+00:00
KatherineEliza,chicago,1120,928,16163,"Just saw WomanKing. If that movie don’t win MTV Award for best fight choreography. ViolaDavis better be nominated for some awards. Go see the film, f**k what the hoteps and ashies say. ",2022-09-21 21:28:08+00:00,2009-06-19 14:27:43+00:00
TexwellTheWiz,Not an official rep of: ,846,2130,35293,'The Woman King' Review: A Fantasy That Runs From The Truth - Bounding Into Comics  BoycottWomanKing WomanKing,2022-09-21 21:25:08+00:00,2013-10-27 21:04:06+00:00
tonetalks,"Los Angeles, CA",676,28120,20667,The above statement by the Director of WomanKing to the  is beyond disrespectful to our ancestors. The atrocities done by the DAHOMEY women soldiers and others up &amp; down the slave coast of Africa should never be allowed to be erased with this type of ahistorical dodge. ,2022-09-21 21:21:03+00:00,2015-10-08 01:47:41+00:00
DonteSadon,,379,119,1872,We need more movies that tell pre-slavery stories  WomanKing,2022-09-21 21:09:15+00:00,2020-09-20 17:33:03+00:00
rl3mailcom,,299,66,26097,   It's a 2x'er... see it again. One of my favorite lines:Speak MY language when you are in my home!womankingdahomeyfon,2022-09-21 21:07:25+00:00,2013-08-14 04:10:58+00:00
RDrago66,,1540,1101,339446," In five days, The Woman King has outgrossed the entire domestic totals of fellow 2022 films Ambulance ($22,309,115), Marry Me ($22,438,180), The Invitation ($21,673,360), and Father Stu ($20,884,796). TheWomanKing WomanKing ViolaDavis BoxOffice ",2022-09-21 20:59:02+00:00,2016-10-13 17:35:03+00:00
esouthsudan,http://esouthsudan.com,619,4183,19154,The womanking reigns supremeTheWomanKing ViolaDavis ThusoMbedu LashanaLynch SheilaAtim HeroFiennesTiffin JohnBoyega GinaPrinceBythewood WomanKingMovie Nollywood Africa Hollywood,2022-09-21 20:57:34+00:00,2011-02-16 20:55:56+00:00
RDrago66,,1540,1101,339446,"   In five days, The Woman King has outgrossed the entire domestic totals of fellow 2022 films Ambulance ($22,309,115), Marry Me ($22,438,180), The Invitation ($21,673,360), and Father Stu ($20,884,796). TheWomanKing WomanKing ViolaDavis BoxOffice ",2022-09-21 20:55:21+00:00,2016-10-13 17:35:03+00:00
DAMMIT_WESLEY,The Think Color Studio,566,989,57098,The Woman King was a solid Hollywood action flick. The fight choreo could have better and 10mins could have been shaved off the film but it was a solid watch. Turn your brain off and watch black women beat some ass. WomanKing,2022-09-21 20:54:49+00:00,2010-07-27 17:37:44+00:00
ItunzSpeaks,"Maidstone, Kent",1037,1251,170741,My ★★★★ non-spoiler review of WomanKing on : ,2022-09-21 20:51:31+00:00,2009-08-14 04:22:25+00:00
tonetalks,"Los Angeles, CA",676,28120,20667,This is ahistorical nonsense by Blythewood WomanKing Director. The history isn’t disputed. “The biggest eye-opener was how much misinformation there is about these women and this culture given that so much of their history was written from the colonizer’s”,2022-09-21 20:48:34+00:00,2015-10-08 01:47:41+00:00
ELLIZENTE17,"Johannesburg, South Africa",1117,495,3906,Dlozis are doing the most 🙌🏾👏🏾💫🕯📿 C A M A G U 💚 WomanKing WomanKingMovie ,2022-09-21 20:48:29+00:00,2010-04-20 07:16:50+00:00
Kijoh_Carole,Kenya,1670,1236,67414,This is so precious😍🔥🔥💪🏾 Thuso scream though😂😂 WomanKing ,2022-09-21 20:46:04+00:00,2011-11-18 16:12:11+00:00
Adedayomichaels,"Lagos, Nigeria",1203,286,4184,"As none of you have seen The Woman King yet, timeline rest! 😂WomanKing BBNajia7 BBNajia7 iPhone13OnFlipkart bachelorette",2022-09-21 20:42:42+00:00,2011-11-01 22:45:10+00:00
giggles_426,,296,153,27148,I still gotta go see WomanKing,2022-09-21 20:41:40+00:00,2013-02-12 23:40:20+00:00
KokeBoogotti,the West Side Of So Cali,1817,2812,28462,After seeing WomanKing the hate is dated against the BlackIndieend Woman,2022-09-21 20:40:23+00:00,2010-05-22 04:43:57+00:00
Tewodros65,,43,5,635, Check  don't do ur homework  still complain about WomanKing movie.Two white women visit Benin  African learning the history of agojie.They developed it the movie.How many times visit Africa?We talk no action ,2022-09-21 20:40:15+00:00,2022-02-11 17:37:06+00:00
ZaneleM011,SA,109,157,1019,Join us Friday 30th September for WomanKing screening. Details coming...  ,2022-09-21 20:37:45+00:00,2014-05-16 15:09:43+00:00
UniKokoroTweets,And Daily Lives of The Unibes,882,209,136956,TheWomanKing in DolbyCinema at AMCTheatres! The Nation of the Dahomey looks incredibly vibrant in  Cinema as to be expected with me love of nature scenery. And of course the warriors exude such a powerful presence!WomanKingWomanKingMovieshareAMC ,2022-09-21 20:37:14+00:00,2020-10-20 19:04:26+00:00
invictis117,,4978,2283,18970,Trump is going DOWN and I am so happy two strong/ intelligent Black women (including GA) are among those leading the charge! WomanKing ,2022-09-21 20:28:58+00:00,2012-10-17 02:03:32+00:00
GaniyyIdrees,"Lagos, Nigeria",1474,1032,612,But how tf is Thuso Mbedu 31 yearsss 🥶🥶🥶🥶😫😱😱😱😱😱.   WomanKing,2022-09-21 20:24:46+00:00,2018-09-08 10:36:03+00:00
RedemptionBB,"Missouri, USA",515,476,6680,"complimentarianlie. If complimentarian is equal, why does the wife call husband king? Unless there is no king, queens don’t have same power generally. Film WomanKing” title reflects this.",2022-09-21 20:18:52+00:00,2018-12-08 00:48:10+00:00
DrProfBlackLady,Tongvaland,1890,3065,13024,I'm not the only Black studies scholar to love WomanKing 💜 Glad to have read 's BORN IN BLACKNESS to appreciate the film's depiction of African kingdom's conflicts over Europe's push for the transatlantic slave trade. Learn more 👇🏾 ,2022-09-21 20:16:32+00:00,2011-10-28 16:27:25+00:00
Israa_Sani,,610,1002,16564,"I need to learn Nanisca’s pre battle monologue , the initiation chant/song, the pre battle chant/song and the dance. So much to do. 😅WomanKing",2022-09-21 20:06:42+00:00,2012-10-25 17:19:41+00:00
chanrithyhim,"Portland, Oregon",566,338,1492,Looking forward to seeing WomanKing,2022-09-21 20:04:34+00:00,2013-06-02 18:56:02+00:00
FYTBTV,"QueensBridge,NY",549,390,1787, Did You See  WomanKing??  One Of Da Best Movies This Year💯,2022-09-21 19:52:08+00:00,2021-04-25 12:23:40+00:00
bakara_j,,150,495,6508,Celebrating the glorification of slave traders is sick. WomanKing boycottwomanking BoycottTheWomanKing  ,2022-09-21 19:50:46+00:00,2020-05-25 15:06:42+00:00
